frame,timestamp,fps,num_tracks,track_ids
29,14:20:01,9.02,13,1;2;3;4;5;6;7;8;9;10;11;12;13
30,14:20:01,7.86,13,1;2;3;4;5;6;7;8;9;10;11;12;13
31,14:20:01,9.43,13,1;2;3;4;5;6;7;8;9;10;11;12;13
32,14:20:02,8.04,12,1;2;3;4;5;6;8;9;10;11;12;13
33,14:20:02,8.11,12,1;2;3;4;5;6;8;9;10;11;12;13
34,14:20:02,8.37,13,1;2;3;4;5;6;8;9;10;11;12;13;14
35,14:20:02,7.38,12,1;2;3;4;5;6;8;9;10;11;12;13
36,14:20:02,8.09,13,1;2;3;4;5;6;8;9;10;11;12;13;14
37,14:20:02,7.27,12,1;2;3;4;5;6;8;9;10;11;13;14
38,14:20:02,6.91,12,1;2;3;4;5;6;8;9;10;11;13;14
39,14:20:03,4.89,13,1;2;3;4;5;6;8;9;10;11;12;13;14
40,14:20:03,6.20,13,1;2;3;4;5;6;8;9;10;11;12;13;14
41,14:20:03,5.81,13,1;2;3;4;5;6;8;9;10;11;12;13;14
42,14:20:03,5.15,12,1;2;3;4;5;6;8;9;10;11;13;14
43,14:20:03,5.85,13,1;2;3;4;5;6;8;9;10;11;12;13;14
44,14:20:03,5.70,12,1;2;3;4;5;6;8;9;10;11;12;13
45,14:20:04,5.47,12,1;2;3;4;5;6;8;9;10;11;13;17
46,14:20:04,5.86,13,1;2;3;4;5;6;8;9;10;11;12;13;17
47,14:20:04,5.63,13,1;2;3;4;5;6;8;9;10;11;12;13;17
48,14:20:04,5.61,13,1;2;3;4;5;6;8;9;10;11;12;13;17
49,14:20:04,4.44,15,1;2;3;4;5;6;7;8;9;10;11;12;13;17;18
50,14:20:05,3.86,16,1;2;3;4;5;6;7;8;9;10;11;12;13;17;18;19
51,14:20:05,4.50,14,1;2;3;4;5;6;7;8;9;10;11;13;18;19
52,14:20:05,5.01,15,1;2;3;4;5;6;7;8;9;10;11;12;13;18;19
53,14:20:05,5.53,15,1;2;3;4;5;6;7;8;9;10;11;12;13;18;19
54,14:20:06,4.72,14,1;2;3;4;5;6;7;8;9;10;11;13;18;19
55,14:20:06,2.06,14,1;2;3;4;5;6;7;8;9;10;11;13;18;19
56,14:20:06,6.39,15,1;2;3;4;5;6;7;8;9;10;11;12;13;18;19
57,14:20:06,5.84,14,2;3;4;5;6;7;8;9;10;11;12;13;18;19
58,14:20:06,5.44,15,2;3;4;5;6;7;8;9;10;11;12;13;18;19;20
59,14:20:07,4.52,15,2;3;4;5;6;7;8;9;10;11;12;13;14;18;19
60,14:20:07,5.34,14,2;3;4;5;6;7;8;9;10;11;12;13;18;19
61,14:20:07,4.81,15,2;3;4;5;6;7;8;9;10;11;12;13;14;18;19
62,14:20:07,5.40,14,2;3;4;5;6;7;8;9;10;11;13;14;18;19
63,14:20:07,5.76,15,2;3;4;5;6;7;8;9;10;11;12;13;14;18;19
64,14:20:08,6.44,16,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19
65,14:20:08,5.32,16,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19
66,14:20:08,4.89,16,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19
67,14:20:08,5.18,16,2;3;4;5;6;7;8;9;10;11;13;14;17;18;19;21
68,14:20:08,5.32,17,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19;21
69,14:20:09,4.76,16,2;3;4;5;6;7;8;9;10;11;13;14;17;18;19;21
70,14:20:09,5.43,17,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19;21
71,14:20:09,4.96,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19;21
72,14:20:09,5.28,16,2;3;4;5;6;7;8;9;10;11;13;14;17;18;19;21
73,14:20:09,5.73,17,2;3;4;5;6;7;8;9;10;11;12;13;14;17;18;19;21
74,14:20:09,5.29,16,2;3;4;5;6;7;8;9;10;11;13;14;17;18;19;21
75,14:20:10,5.81,16,2;3;4;5;6;7;8;9;10;11;13;14;17;18;19;21
76,14:20:10,5.31,16,2;3;4;5;7;8;9;10;11;13;14;17;18;19;20;21
77,14:20:10,3.62,17,2;3;4;5;7;8;9;10;11;12;13;14;17;18;19;20;21
78,14:20:10,4.71,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;20
79,14:20:11,6.02,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;20
80,14:20:11,4.51,16,2;3;4;5;7;8;9;10;11;13;14;17;18;19;20;26
81,14:20:11,6.05,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26
82,14:20:11,4.93,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26
83,14:20:11,5.59,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26
84,14:20:11,5.68,16,2;3;4;5;7;8;9;10;11;12;13;14;17;18;19;26
85,14:20:12,5.33,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26
86,14:20:12,5.91,16,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26;27
87,14:20:12,5.25,15,2;3;4;5;7;8;9;10;11;13;14;17;18;19;26
88,14:20:12,5.42,15,2;3;4;5;7;8;9;10;13;14;17;18;19;26;27
89,14:20:12,6.09,15,2;3;4;5;7;8;9;10;13;14;17;18;19;26;27
90,14:20:13,3.96,15,2;3;4;5;7;8;9;10;13;14;17;18;19;26;28
91,14:20:13,6.48,15,2;3;4;5;7;8;9;10;13;14;17;18;19;26;28
92,14:20:13,4.51,14,3;4;5;7;8;9;10;13;14;17;18;19;26;28
93,14:20:13,6.61,15,4;5;7;8;9;10;13;14;17;18;19;20;26;27;28
94,14:20:13,3.80,14,4;5;7;8;9;10;13;14;17;18;19;20;26;28
95,14:20:14,6.34,14,4;5;7;8;9;10;13;14;18;19;20;26;28;30
96,14:20:14,6.01,14,4;5;7;8;9;10;13;14;18;19;20;26;28;30
97,14:20:14,4.72,13,4;5;7;8;9;10;13;14;18;19;26;28;30
98,14:20:14,4.49,13,4;5;7;8;9;10;13;14;18;19;26;28;30
99,14:20:14,6.38,13,4;5;7;8;9;10;13;14;18;19;26;28;30
100,14:20:15,5.81,13,4;5;7;8;9;10;13;14;18;19;26;28;30
101,14:20:15,4.47,13,4;5;7;8;9;10;13;14;18;19;26;28;30
102,14:20:15,5.35,13,4;5;7;8;9;10;13;14;18;19;26;28;30
103,14:20:15,5.80,14,4;5;7;8;9;10;13;14;17;18;19;26;28;30
104,14:20:15,6.45,14,4;5;7;8;9;10;13;14;17;18;19;26;28;30
105,14:20:15,4.49,14,2;4;5;8;9;10;13;14;17;18;19;26;28;30
106,14:20:16,5.44,14,2;4;5;8;9;10;13;14;17;18;19;26;28;30
107,14:20:16,6.71,14,2;4;5;8;9;10;13;14;17;18;19;26;28;30
108,14:20:16,5.96,14,2;4;5;8;9;10;13;14;17;18;19;26;28;30
109,14:20:16,5.58,14,4;5;8;9;10;13;14;17;18;19;20;26;28;30
110,14:20:16,7.00,14,4;5;8;9;10;12;13;14;17;18;19;26;28;30
111,14:20:17,3.85,13,4;5;8;9;10;13;14;17;18;19;26;28;30
112,14:20:17,5.57,14,4;5;8;9;10;13;14;17;18;19;26;28;30;34
113,14:20:17,6.58,14,4;5;8;9;10;13;14;17;18;19;26;28;30;34
114,14:20:17,6.65,13,4;5;8;9;10;13;14;17;18;19;26;28;30
115,14:20:17,6.60,14,4;5;8;9;10;13;14;17;18;19;26;28;30;34
116,14:20:17,5.61,13,4;5;8;9;10;13;14;17;18;19;26;30;34
117,14:20:17,6.12,13,4;5;8;9;10;13;14;17;18;19;26;30;34
118,14:20:18,6.08,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
119,14:20:18,5.52,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
120,14:20:18,5.80,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
121,14:20:18,6.50,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
122,14:20:18,6.16,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
123,14:20:19,5.33,14,4;5;8;9;10;13;14;17;18;19;26;30;34;35
124,14:20:19,5.78,15,4;5;8;9;10;13;14;17;18;19;26;30;34;35;36
125,14:20:19,5.63,16,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36
126,14:20:19,5.62,16,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36
127,14:20:19,5.56,16,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36
128,14:20:19,5.41,16,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36
129,14:20:20,4.76,15,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36
130,14:20:20,5.41,14,4;5;8;9;10;13;14;17;18;19;26;28;35;36
131,14:20:20,5.21,15,4;5;8;9;10;12;13;14;17;18;19;26;28;35;36
132,14:20:20,2.05,15,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36
133,14:20:21,6.47,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
134,14:20:21,6.31,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
135,14:20:21,5.86,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
136,14:20:21,6.89,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
137,14:20:21,5.65,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
138,14:20:21,5.61,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
139,14:20:22,5.99,17,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38;41
140,14:20:22,3.97,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
141,14:20:22,3.91,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
142,14:20:22,5.56,17,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38;41
143,14:20:23,5.74,17,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36;38
144,14:20:23,5.20,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
145,14:20:23,5.31,17,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38;41
146,14:20:23,5.23,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
147,14:20:23,6.52,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
148,14:20:23,5.63,17,4;5;8;9;10;13;14;17;18;19;26;28;30;34;35;36;38
149,14:20:24,4.47,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
150,14:20:24,6.86,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
151,14:20:24,5.80,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
152,14:20:24,5.42,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
153,14:20:24,5.58,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
154,14:20:24,5.29,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
155,14:20:25,5.32,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
156,14:20:25,5.16,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
157,14:20:25,6.06,17,4;5;8;9;10;12;13;14;17;18;19;26;28;30;35;36;38
158,14:20:25,5.58,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
159,14:20:25,5.19,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
160,14:20:26,5.83,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
161,14:20:26,4.72,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
162,14:20:26,5.32,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
163,14:20:26,5.34,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
164,14:20:26,5.82,16,4;5;8;9;10;13;14;17;18;19;26;28;30;35;36;38
165,14:20:27,4.46,16,4;5;8;9;10;12;13;17;18;19;26;28;30;35;36;38
166,14:20:27,5.68,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
167,14:20:27,4.99,16,4;5;8;9;10;12;13;17;18;19;26;28;30;35;36;38
168,14:20:27,5.71,16,4;5;8;9;10;12;13;17;18;19;26;28;30;35;36;38
169,14:20:28,2.40,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
170,14:20:28,6.22,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
171,14:20:28,6.33,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
172,14:20:28,6.92,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
173,14:20:28,4.52,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
174,14:20:28,7.13,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
175,14:20:29,5.84,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
176,14:20:29,5.14,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
177,14:20:29,5.75,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
178,14:20:29,5.91,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
179,14:20:29,6.35,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
180,14:20:29,6.92,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
181,14:20:30,5.89,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
182,14:20:30,6.23,15,4;5;8;9;10;13;17;18;19;26;28;30;35;36;38
183,14:20:30,4.83,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
184,14:20:30,4.69,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
185,14:20:30,6.00,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
186,14:20:30,6.98,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
187,14:20:31,5.23,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
188,14:20:31,4.89,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
189,14:20:31,5.32,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
190,14:20:31,5.54,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
191,14:20:31,5.68,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
192,14:20:32,5.85,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
193,14:20:32,4.92,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
194,14:20:32,5.39,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
195,14:20:32,5.30,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
196,14:20:32,5.93,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
197,14:20:32,6.07,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
198,14:20:33,4.71,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
199,14:20:33,3.96,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
200,14:20:33,5.22,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
201,14:20:33,6.71,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
202,14:20:33,4.79,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
203,14:20:34,5.25,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
204,14:20:34,5.93,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
205,14:20:34,6.46,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
206,14:20:34,5.40,14,4;5;8;9;10;17;18;19;26;28;30;35;36;38
207,14:20:34,5.18,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
208,14:20:35,6.22,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
209,14:20:35,5.28,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
210,14:20:35,5.49,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
211,14:20:35,4.48,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
212,14:20:35,4.53,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
213,14:20:36,5.07,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
214,14:20:36,4.81,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
215,14:20:36,2.32,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
216,14:20:37,3.89,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
217,14:20:37,3.76,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
218,14:20:37,5.94,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
219,14:20:37,6.69,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
220,14:20:37,4.43,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
221,14:20:37,5.56,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
222,14:20:38,5.80,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
223,14:20:38,6.28,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
224,14:20:38,3.68,15,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38
225,14:20:38,3.97,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
226,14:20:38,5.35,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
227,14:20:39,5.79,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
228,14:20:39,5.65,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
229,14:20:39,4.49,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
230,14:20:39,5.04,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
231,14:20:39,4.91,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
232,14:20:40,5.40,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
233,14:20:40,5.01,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
234,14:20:40,4.17,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
235,14:20:40,5.43,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
236,14:20:40,5.96,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
237,14:20:41,5.58,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
238,14:20:41,5.64,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
239,14:20:41,5.46,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
240,14:20:41,5.52,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
241,14:20:41,4.38,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
242,14:20:42,5.60,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
243,14:20:42,5.06,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
244,14:20:42,5.27,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
245,14:20:42,5.15,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
246,14:20:42,5.06,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
247,14:20:43,4.94,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
248,14:20:43,4.40,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
249,14:20:43,4.51,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
250,14:20:43,5.28,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
251,14:20:44,5.61,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
252,14:20:44,2.38,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
253,14:20:44,6.94,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
254,14:20:44,5.53,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
255,14:20:44,5.57,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
256,14:20:44,5.97,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
257,14:20:45,5.57,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
258,14:20:45,6.75,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
259,14:20:45,5.96,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
260,14:20:45,5.96,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
261,14:20:45,5.00,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
262,14:20:46,3.90,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
263,14:20:46,4.60,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
264,14:20:46,5.73,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
265,14:20:46,5.71,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
266,14:20:46,5.92,15,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50
267,14:20:47,5.35,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
268,14:20:47,4.72,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
269,14:20:47,5.47,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
270,14:20:47,5.19,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
271,14:20:47,4.35,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
272,14:20:48,4.24,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
273,14:20:48,5.00,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
274,14:20:48,5.01,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
275,14:20:48,5.73,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
276,14:20:48,4.40,16,4;5;8;9;10;12;17;18;26;28;30;35;36;38;50;61
277,14:20:48,5.68,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
278,14:20:49,5.46,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
279,14:20:49,4.42,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
280,14:20:49,5.12,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
281,14:20:49,6.00,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
282,14:20:49,5.81,16,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50
283,14:20:50,4.54,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
284,14:20:50,5.21,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
285,14:20:50,4.88,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
286,14:20:50,4.21,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
287,14:20:51,5.27,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
288,14:20:51,5.11,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61
289,14:20:51,4.36,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
290,14:20:51,4.14,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
291,14:20:51,3.84,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
292,14:20:52,4.43,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
293,14:20:52,4.87,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;70
294,14:20:52,5.20,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
295,14:20:52,5.73,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
296,14:20:52,4.61,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
297,14:20:53,4.71,18,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;61;70
298,14:20:53,5.51,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;70
299,14:20:53,4.99,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;70
300,14:20:53,4.92,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;70
301,14:20:53,5.34,17,4;5;8;9;10;12;17;18;19;26;28;30;35;36;38;50;70
302,14:20:54,5.35,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
303,14:20:54,5.35,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
304,14:20:54,4.69,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
305,14:20:54,5.42,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
306,14:20:54,5.71,17,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;61;70
307,14:20:55,4.72,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
308,14:20:55,3.94,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
309,14:20:55,2.51,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
310,14:20:55,5.52,17,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;61;70
311,14:20:56,4.88,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
312,14:20:56,6.02,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
313,14:20:56,5.22,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
314,14:20:56,4.17,18,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;61;70;79
315,14:20:56,5.04,16,4;5;8;9;10;12;17;18;19;26;28;30;36;38;50;70
316,14:20:57,5.21,15,4;5;8;9;10;17;18;19;26;28;30;36;38;50;70
317,14:20:57,5.48,15,4;5;8;9;10;17;18;19;26;28;30;36;38;50;70
